scraped_at,park_id,name,district,private_car_vacancy,motorcycle_vacancy,lgv_vacancy,last_update,opening_status
2026-02-06T00:06:05.642496+08:00,12,,,59,0,0,2026-02-05 22:50:41,
2026-02-06T00:06:05.642496+08:00,27,Yau Lai Shopping Centre Carpark,Kwun Tong District,3,2,,2026-02-05 16:23:59,OPEN
2026-02-06T00:06:05.642496+08:00,30,Telford Plaza D Carpark,Kwun Tong District,61,,,2026-02-05 23:46:20,OPEN
2026-02-06T00:06:05.642496+08:00,31,Telford Plaza I Carpark,Kwun Tong District,159,,,2026-02-05 23:53:50,OPEN
2026-02-06T00:06:05.642496+08:00,32,Telford Plaza II Carpark,Kwun Tong District,90,,,2026-02-05 23:41:50,OPEN
2026-02-06T00:06:05.642496+08:00,38,Domain Carpark,Kwun Tong District,41,,,2026-02-05 19:28:24,OPEN
2026-02-06T00:06:05.642496+08:00,75,Landmark East Carpark,Kwun Tong District,53,,,2026-02-05 23:54:12,OPEN
2026-02-06T00:06:05.642496+08:00,77,Kingston International Center,Kwun Tong District,93,,,2026-02-05 22:58:50,OPEN
2026-02-06T00:06:05.642496+08:00,78,Stelux House,Wong Tai Sin District,8,,,2026-02-05 17:26:11,OPEN
2026-02-06T00:06:05.642496+08:00,81,Manulife Place,Kwun Tong District,76,3,5,2026-02-02 18:45:33,OPEN
2026-02-06T00:06:05.642496+08:00,88,"Public Vehicle Parking, 8 Yan Yue Wai, Yau Tong",Kwun Tong District,15,,23,2026-02-05 09:56:27,OPEN
2026-02-06T00:06:05.642496+08:00,93,Hong Ning Road Park Car Park,Kwun Tong District,0,,,2026-02-05 21:40:40,OPEN
2026-02-06T00:06:05.642496+08:00,100,Prosperity Place Car Park,Kwun Tong District,24,,,2026-02-05 23:43:10,OPEN
2026-02-06T00:06:05.642496+08:00,101,Prosperity Center Car Park,Kwun Tong District,66,,,2026-02-05 23:47:50,OPEN
2026-02-06T00:06:05.642496+08:00,102,Scramble Hill,Kwun Tong District,147,,,2026-02-05 23:42:00,OPEN
2026-02-06T00:06:05.642496+08:00,103,One Sky Parc (Wilson Parking),Kwun Tong District,45,,,2026-02-05 23:30:51,OPEN
2026-02-06T00:06:05.642496+08:00,104,AIRSIDE,Wong Tai Sin District,645,75,,2026-02-05 23:44:00,OPEN
2026-02-06T00:06:05.642496+08:00,117,Kai Ching Estate Car Park,Kowloon City District,23,,,2026-02-05 22:55:00,OPEN
2026-02-06T00:06:05.642496+08:00,118,Tak Long Estate Carpark A,Kowloon City District,1,,,2026-02-05 22:08:50,OPEN
2026-02-06T00:06:05.642496+08:00,119,Tak Long Estate Carpark B,Kowloon City District,3,,,2026-02-05 21:01:30,OPEN
2026-02-06T00:06:05.642496+08:00,123,KTR350 Car Park,Kwun Tong District,72,,,2026-02-05 23:39:51,OPEN
2026-02-06T00:06:05.642496+08:00,124,Stadium Carpark,Kowloon City District,290,34,,2026-02-02 23:01:01,OPEN
2026-02-06T00:06:05.642496+08:00,125,Arena Carpark,Kowloon City District,204,9,,2026-02-03 06:03:51,OPEN
2026-02-06T00:06:05.642496+08:00,128,The Burrow (Wilson Parking),Wong Tai Sin District,30,,,2026-02-05 23:47:50,OPEN
2026-02-06T00:06:05.642496+08:00,tdc166p1,Phase 1 Carpark of Tin Ching Estate,Yuen Long,-1,,,2026-02-06 00:04:02,CLOSED
